r_over_lB,density_mean_2pi_rho_lB2,density_stderr,Q_mean,Q_stderr
24.23442,0.40150328,0.0022994709,-0.20064462,0.013271162
24.26515,0.39905707,0.0020971045,-0.20083151,0.013277669
24.295992,0.406005,0.0024214647,-0.19964133,0.01328634
24.326948,0.40309288,0.0021727139,-0.19902833,0.013293317
24.35802,0.39646106,0.0023371712,-0.19972974,0.013301385
24.389209,0.39615641,0.0023371307,-0.20049153,0.013309448
24.420517,0.40334889,0.0023003852,-0.19982779,0.013317255
24.451945,0.40147975,0.002402267,-0.1995345,0.013325764
24.483496,0.40005369,0.0023809982,-0.19952386,0.013334117
24.51517,0.40323864,0.0021600827,-0.19888197,0.013340988
24.54697,0.40338061,0.0022764444,-0.19821194,0.013348616
24.578898,0.40158697,0.0024566886,-0.19789741,0.013357493
24.610956,0.40295419,0.0026217821,-0.19731189,0.013367597
24.643144,0.39847278,0.0023393387,-0.19761458,0.013375635
24.675467,0.39686404,0.002305601,-0.19823613,0.013383439
24.707924,0.40194949,0.0022977836,-0.19784974,0.013391185
24.740519,0.39891434,0.0020739629,-0.19806491,0.013397493
24.773254,0.39616409,0.0023090512,-0.19882519,0.013405307
24.80613,0.40070854,0.0022130101,-0.19868475,0.01341248
24.839151,0.3975152,0.0021171148,-0.19917724,0.013419043
24.872317,0.40100268,0.0023385102,-0.19897851,0.013427045
24.905632,0.39983576,0.0024620954,-0.19901106,0.013435909
24.939099,0.39237399,0.0023549865,-0.20052252,0.013444014
24.972718,0.40195571,0.0021173287,-0.2001349,0.013450562
25.006494,0.39936025,0.0019904146,-0.2002617,0.013456346
25.040428,0.39823586,0.0022521432,-0.20061135,0.013463747
25.074523,0.40076869,0.0022750655,-0.200459,0.013471296
25.108783,0.40524561,0.0023478443,-0.19941933,0.013479331
25.143209,0.40108742,0.0022567783,-0.1992038,0.01348675
25.177804,0.39524268,0.0024523944,-0.2001467,0.013495506
25.212573,0.3988597,0.0019828427,-0.2003727,0.013501227
25.247516,0.39950126,0.0021911531,-0.20047155,0.01350821
25.282639,0.39977995,0.0023029311,-0.20051517,0.013515919
25.317943,0.39886874,0.0022807229,-0.20073938,0.013523476
25.353433,0.40099348,0.002063593,-0.20054247,0.013529659
25.389111,0.40539662,0.0022034372,-0.19947287,0.013536706
25.424982,0.40090035,0.0021029043,-0.19929442,0.013543121
25.461048,0.40185495,0.0024380079,-0.19892678,0.013551738
25.497314,0.39602677,0.0022986649,-0.19971426,0.013559394
25.533783,0.40098924,0.00215097,-0.1995182,0.013566094
25.570459,0.40003091,0.0021183757,-0.19951207,0.01357259
25.607347,0.40171778,0.0022749259,-0.19917161,0.013580077
25.644451,0.40243162,0.002440567,-0.19868967,0.013588689
25.681774,0.40038763,0.0022030663,-0.19861284,0.013595703
25.719322,0.39894303,0.0023138069,-0.19882233,0.013603435
25.757098,0.39598636,0.0023344355,-0.19961783,0.013611301
25.795109,0.39988025,0.002442157,-0.19964156,0.013619905
25.833359,0.39951167,0.002155856,-0.19973835,0.013626605
25.871852,0.39858778,0.0021066479,-0.20001825,0.013633001
25.910595,0.39990146,0.0023445485,-0.20003778,0.013640918
25.949592,0.40247712,0.0026777719,-0.19954682,0.013651239
25.988851,0.40139253,0.002171063,-0.19927082,0.013658019
26.028375,0.39713833,0.0023403692,-0.199838,0.013665893
26.068172,0.39774621,0.002369239,-0.20028469,0.013673959
26.108248,0.39872091,0.0024219842,-0.20053821,0.013682382
26.14861,0.40039071,0.0021351609,-0.20046077,0.013688925
26.189264,0.39935667,0.00232802,-0.20058828,0.013696699
26.230217,0.39622247,0.0021158645,-0.20133698,0.013703117
26.271477,0.3993449,0.0022278485,-0.20146682,0.013710229
26.313053,0.3966897,0.0024507716,-0.20212291,0.013718831
26.354951,0.39927298,0.0020694007,-0.20226701,0.013724961
26.39718,0.40024111,0.002673371,-0.20221922,0.013735185
26.439749,0.39721601,0.0021844154,-0.202771,0.013742007
26.482667,0.400325,0.0023754053,-0.20270659,0.013750069
26.525943,0.39538955,0.0024108022,-0.20362037,0.013758369
26.569589,0.39866838,0.0025187411,-0.20388429,0.013767423
26.613613,0.40277192,0.0020829678,-0.2033349,0.013773611
26.658027,0.40417601,0.0024814773,-0.20250723,0.013782389
26.702843,0.40052864,0.0020726694,-0.20240245,0.01378851
26.748073,0.40118636,0.0022131559,-0.20216732,0.013795485
26.793728,0.40159409,0.0024321358,-0.20185137,0.013803905
26.839823,0.40146985,0.0022247323,-0.20156005,0.013810945
26.886371,0.40134051,0.0025719359,-0.20129436,0.013820349
26.933387,0.40068672,0.002253041,-0.20115826,0.013827562
26.980886,0.40104884,0.002202761,-0.20095038,0.013834452
27.028886,0.40331667,0.002453873,-0.20029302,0.013842999
27.077402,0.40279833,0.0022357795,-0.1997384,0.013850089
27.126454,0.40227182,0.0024089933,-0.19928813,0.013858316
27.176061,0.40090308,0.0022976026,-0.19910914,0.013865796
27.226243,0.40146268,0.0024414835,-0.19881924,0.013874237
27.277022,0.40104495,0.0022676778,-0.19861213,0.013881515
27.328421,0.39811338,0.002095977,-0.19898606,0.01388773
27.380466,0.39647106,0.0020620809,-0.19968549,0.013893742
27.433182,0.39845677,0.0023271435,-0.19999135,0.013901396
27.486597,0.40246374,0.0023332158,-0.19950304,0.013909086
27.540743,0.40099157,0.0024552039,-0.19930652,0.013917595
27.595651,0.3998996,0.0021836171,-0.19932642,0.013924323
27.651356,0.39815429,0.0021342117,-0.19969223,0.013930746
27.707896,0.39929914,0.0019946899,-0.19983114,0.013936355
27.765312,0.39760505,0.002265631,-0.20030582,0.013943588
27.823647,0.39519606,0.0023383236,-0.20125795,0.013951287
27.88295,0.39858475,0.0023107635,-0.20153845,0.013958803
27.943271,0.39861303,0.0020909888,-0.20181334,0.013964954
28.004669,0.40249273,0.0025146502,-0.20131929,0.013973844
28.067205,0.3969198,0.0025436071,-0.20192978,0.013982935
28.130948,0.4022803,0.0025636457,-0.20147783,0.013992164
28.195973,0.39815,0.0023040181,-0.20184449,0.013999614
28.262364,0.40260146,0.0023169113,-0.20132889,0.014007143
28.330213,0.40199732,0.0020248191,-0.20093302,0.014012891
28.399626,0.40040692,0.0022798533,-0.20085237,0.014020175
28.470718,0.39794333,0.0022993941,-0.20126,0.01402758
28.543623,0.40382934,0.0022647604,-0.20050103,0.01403476
28.61849,0.39444869,0.0023665281,-0.20160129,0.014042595
28.695492,0.4020997,0.002595663,-0.20118514,0.014052016
28.774828,0.39962697,0.0020026744,-0.20125907,0.01405762
28.85673,0.40303843,0.0026583262,-0.20065686,0.014067491
28.94147,0.40072152,0.0023493335,-0.20051385,0.014075195
29.029374,0.39418586,0.0023573125,-0.20166621,0.014082947
29.120832,0.39859146,0.0023989363,-0.20194538,0.014090971
29.216325,0.39855727,0.0023012445,-0.20223132,0.014098351
29.316449,0.40220641,0.0021475749,-0.20179401,0.014104775
29.421968,0.40298641,0.002225777,-0.20120211,0.014111672
29.533877,0.4008447,0.0023704826,-0.20103469,0.01411949
29.653525,0.40021904,0.0020444312,-0.20099128,0.014125304
29.782815,0.40134899,0.0024643795,-0.20072391,0.014133746
29.924597,0.40006343,0.0024755886,-0.20071134,0.01414226
30.083497,0.40086576,0.0027032447,-0.20053975,0.014152405
30.268082,0.3983003,0.0023222397,-0.20087663,0.014159888
30.498637,0.40134843,0.0022395068,-0.20060937,0.014166843
30.943757,0.40206444,0.0027564349,-0.2002002,0.014177373
